episode,episode_order,speaker,utterance,lower_case,cleaned_text,stemmed_text
75004,10,JON HAMILTON,"Hurricane Gustav strengthened to a category three storm in the Gulf of Mexico. Officials evacuated New Orleans, and residents feared another Katrina. But Gustav ultimately weakened to a category two storm and veered west of New Orleans. At the start of the hurricane season, Gerry Bell had predicted a busy year. And he was right.","hurricane gustav strengthened to a category three storm in the gulf of mexico. officials evacuated new orleans, and residents feared another katrina. but gustav ultimately weakened to a category two storm and veered west of new orleans. at the start of the hurricane season, gerry bell had predicted a busy year. and he was right.",hurricane gustav strengthened to a category three storm in the gulf of mexico officials evacuated new orleans and residents feared another katrina but gustav ultimately weakened to a category two storm and veered west of new orleans at the start of the hurricane season gerry bell had predicted a busy year and he was right,hurrican gustav strengthen to a categori three storm in the gulf of mexico offici evacu new orlean and resid fear anoth katrina but gustav ultim weaken to a categori two storm and veer west of new orlean at the start of the hurrican season gerri bell had predict a busi year and he wa right
75004,11,"Dr. GERRY BELL (Meteorologist, National Oceanic and Atmospheric Administration)","We had 16 named storms, eight hurricanes, and five major hurricanes. And that's certainly consistent with what the forecasts were for a lot of activity this season.","we had 16 named storms, eight hurricanes, and five major hurricanes. and that's certainly consistent with what the forecasts were for a lot of activity this season.",we had 16 named storms eight hurricanes and five major hurricanes and thats certainly consistent with what the forecasts were for a lot of activity this season,we had 16 name storm eight hurrican and five major hurrican and that certainli consist with what the forecast were for a lot of activ thi season
75004,12,JON HAMILTON,"Bell says it's too soon to say much about next year, but he adds that the Atlantic is in a period of high hurricane activity that's likely to continue for another decade or more. Jon Hamilton, NPR News.","bell says it's too soon to say much about next year, but he adds that the atlantic is in a period of high hurricane activity that's likely to continue for another decade or more. jon hamilton, npr news.",bell says its too soon to say much about next year but he adds that the atlantic is in a period of high hurricane activity thats likely to continue for another decade or more jon hamilton npr news,bell say it too soon to say much about next year but he add that the atlant is in a period of high hurrican activ that like to continu for anoth decad or more jon hamilton npr news
74884,1,"SCOTT SIMON, host","Not a week goes by there isn't some story about endangered newspapers or layoffs in the broadcasting and entertainment industry. Now there's bad news from the world of publishing, where major houses have laid off staff, restructured management, limited the number of manuscripts they buy. Charlotte Abbott is a contributing editor for Publishers Weekly and joins us from New York. Thanks so much for being with us.","not a week goes by there isn't some story about endangered newspapers or layoffs in the broadcasting and entertainment industry. now there's bad news from the world of publishing, where major houses have laid off staff, restructured management, limited the number of manuscripts they buy. charlotte abbott is a contributing editor for publishers weekly and joins us from new york. thanks so much for being with us.",not a week goes by there isnt some story about endangered newspapers or layoffs in the broadcasting and entertainment industry now theres bad news from the world of publishing where major houses have laid off staff restructured management limited the number of manuscripts they buy charlotte abbott is a contributing editor for publishers weekly and joins us from new york thanks so much for being with us,not a week goe by there isnt some stori about endang newspap or layoff in the broadcast and entertain industri now there bad news from the world of publish where major hous have laid off staff restructur manag limit the number of manuscript they buy charlott abbott is a contribut editor for publish weekli and join us from new york thank so much for be with us
74884,2,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","Thanks for having me, Scott.","thanks for having me, scott.",thanks for having me scott,thank for have me scott
74884,3,"SCOTT SIMON, host","So, what's business like this year?","so, what's business like this year?",so whats business like this year,so what busi like thi year
74884,4,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)",Book sales have definitely slipped.,book sales have definitely slipped.,book sales have definitely slipped,book sale have definit slip
74884,5,"SCOTT SIMON, host",What's your analysis of what's driven sales down then?,what's your analysis of what's driven sales down then?,whats your analysis of whats driven sales down then,what your analysi of what driven sale down then
74884,6,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","Well, the general retail falloff, I think, has had a big, big effect. Interestingly, children's fiction is stronger than the rest of the book publishing categories. I think people do not feel that books are a luxury for children, perhaps the way they might for adults. And I also hear that libraries are seeing a lot of activities. So I think it's not that people are not reading, it's that they're not buying books and are finding other ways to get their reading fix satisfied, except in the case of children where they are buying books.","well, the general retail falloff, i think, has had a big, big effect. interestingly, children's fiction is stronger than the rest of the book publishing categories. i think people do not feel that books are a luxury for children, perhaps the way they might for adults. and i also hear that libraries are seeing a lot of activities. so i think it's not that people are not reading, it's that they're not buying books and are finding other ways to get their reading fix satisfied, except in the case of children where they are buying books.",well the general retail falloff i think has had a big big effect interestingly childrens fiction is stronger than the rest of the book publishing categories i think people do not feel that books are a luxury for children perhaps the way they might for adults and i also hear that libraries are seeing a lot of activities so i think its not that people are not reading its that theyre not buying books and are finding other ways to get their reading fix satisfied except in the case of children where they are buying books,well the gener retail falloff i think ha had a big big effect interestingli children fiction is stronger than the rest of the book publish categori i think peopl do not feel that book are a luxuri for children perhap the way they might for adult and i also hear that librari are see a lot of activ so i think it not that peopl are not read it that theyr not buy book and are find other way to get their read fix satisfi except in the case of children where they are buy book
74884,7,"SCOTT SIMON, host","Well, that raises this question. We've seen the introduction of electronic readers - eBooks, the Kindle from Amazon, and the Sony Reader. How are they selling? Does this represent a whole new movement in the book industry?","well, that raises this question. we've seen the introduction of electronic readers - ebooks, the kindle from amazon, and the sony reader. how are they selling? does this represent a whole new movement in the book industry?",well that raises this question weve seen the introduction of electronic readers  ebooks the kindle from amazon and the sony reader how are they selling does this represent a whole new movement in the book industry,well that rais thi question weve seen the introduct of electron reader  ebook the kindl from amazon and the soni reader how are they sell doe thi repres a whole new movement in the book industri
74884,8,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","It does in some ways. I think it's very notable, certainly. And as far as price point goes, eBooks are certainly the cheaper option, coming in about six or seven dollars per book. EBook sales are up as much as 300 percent for many of the major houses. But that's in a context where eBooks are still representing still under about one percent of total book sales.","it does in some ways. i think it's very notable, certainly. and as far as price point goes, ebooks are certainly the cheaper option, coming in about six or seven dollars per book. ebook sales are up as much as 300 percent for many of the major houses. but that's in a context where ebooks are still representing still under about one percent of total book sales.",it does in some ways i think its very notable certainly and as far as price point goes ebooks are certainly the cheaper option coming in about six or seven dollars per book ebook sales are up as much as 300 percent for many of the major houses but thats in a context where ebooks are still representing still under about one percent of total book sales,it doe in some way i think it veri notabl certainli and as far as price point goe ebook are certainli the cheaper option come in about six or seven dollar per book ebook sale are up as much as 300 percent for mani of the major hous but that in a context where ebook are still repres still under about one percent of total book sale
74884,9,"SCOTT SIMON, host",May I press you a bit about some of these new technologies?,may i press you a bit about some of these new technologies?,may i press you a bit about some of these new technologies,may i press you a bit about some of these new technolog
74884,10,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)",Sure.,sure.,sure,sure
74884,11,"SCOTT SIMON, host","Because I can remember a time when people thought that, you know, nothing would replace the newspaper. And obviously, a lot of people have found some kind of replacement for newspapers - online and through other media. And then, you know, I've talked to recording industry executives who've said, we'd love to get out of the hardware business - you know, all the making CDs, making the tamperproof covers. Now, as I don't have to tell you, in books, to print them, to sell them is expensive and speculative. Can books really expect even for 10 years to not be subject to technological changes?","because i can remember a time when people thought that, you know, nothing would replace the newspaper. and obviously, a lot of people have found some kind of replacement for newspapers - online and through other media. and then, you know, i've talked to recording industry executives who've said, we'd love to get out of the hardware business - you know, all the making cds, making the tamperproof covers. now, as i don't have to tell you, in books, to print them, to sell them is expensive and speculative. can books really expect even for 10 years to not be subject to technological changes?",because i can remember a time when people thought that you know nothing would replace the newspaper and obviously a lot of people have found some kind of replacement for newspapers  online and through other media and then you know ive talked to recording industry executives whove said wed love to get out of the hardware business  you know all the making cds making the tamperproof covers now as i dont have to tell you in books to print them to sell them is expensive and speculative can books really expect even for 10 years to not be subject to technological changes,becaus i can rememb a time when peopl thought that you know noth would replac the newspap and obvious a lot of peopl have found some kind of replac for newspap  onlin and through other media and then you know ive talk to record industri execut whove said wed love to get out of the hardwar busi  you know all the make cd make the tamperproof cover now as i dont have to tell you in book to print them to sell them is expens and specul can book realli expect even for 10 year to not be subject to technolog chang
63416,18,XENI JARDIN,"The software analysis all of those human factors and processes them with algorithms.  That information generally won't help right there, during that call, but Schaffer says it can be used to answer important questions companies may have.","the software analysis all of those human factors and processes them with algorithms. that information generally won't help right there, during that call, but schaffer says it can be used to answer important questions companies may have.",the software analysis all of those human factors and processes them with algorithms that information generally wont help right there during that call but schaffer says it can be used to answer important questions companies may have,the softwar analysi all of those human factor and process them with algorithm that inform gener wont help right there dure that call but schaffer say it can be use to answer import question compani may have
63416,19,Ms. ROBIN SCHAFFER (NICE Systems),"What kinds of situations - what kind of topics are bringing up this kind of level of emotion.  And it could go down to the soft skills or particular agents that seem to have patterns of customers becoming more emotional.  Or it could come to broad business issues, that - where you can notice a pattern between heighten emotions and a particular product or service, or geographic area, or some other very important business component.","what kinds of situations - what kind of topics are bringing up this kind of level of emotion. and it could go down to the soft skills or particular agents that seem to have patterns of customers becoming more emotional. or it could come to broad business issues, that - where you can notice a pattern between heighten emotions and a particular product or service, or geographic area, or some other very important business component.",what kinds of situations  what kind of topics are bringing up this kind of level of emotion and it could go down to the soft skills or particular agents that seem to have patterns of customers becoming more emotional or it could come to broad business issues that  where you can notice a pattern between heighten emotions and a particular product or service or geographic area or some other very important business component,what kind of situat  what kind of topic are bring up thi kind of level of emot and it could go down to the soft skill or particular agent that seem to have pattern of custom becom more emot or it could come to broad busi issu that  where you can notic a pattern between heighten emot and a particular product or servic or geograph area or some other veri import busi compon
63416,20,XENI JARDIN,"Phil Tschudy is from CUNA Mutual a financial services group in Madison, Wisconsin that processes thousands of calls a day.","phil tschudy is from cuna mutual a financial services group in madison, wisconsin that processes thousands of calls a day.",phil tschudy is from cuna mutual a financial services group in madison wisconsin that processes thousands of calls a day,phil tschudi is from cuna mutual a financi servic group in madison wisconsin that process thousand of call a day
63416,21,XENI JARDIN,He says his company has been trying out the software for about a year as a feedback tool.,he says his company has been trying out the software for about a year as a feedback tool.,he says his company has been trying out the software for about a year as a feedback tool,he say hi compani ha been tri out the softwar for about a year as a feedback tool
63416,22,Mr. PHIL TSCHUDY (CUNA Mutual),"This is an opportunity for us to go back and make sure that we're looking for trends that can be addressed, that we can help our call center representatives improve the services they deliver.","this is an opportunity for us to go back and make sure that we're looking for trends that can be addressed, that we can help our call center representatives improve the services they deliver.",this is an opportunity for us to go back and make sure that were looking for trends that can be addressed that we can help our call center representatives improve the services they deliver,thi is an opportun for us to go back and make sure that were look for trend that can be address that we can help our call center repres improv the servic they deliv
63416,23,Mr. PHIL TSCHUDY (CUNA Mutual),"And I think ultimately consumers want that, and demands are higher than they have every been.  And so this is great tool for us to really understand what are customers want and then deliver on that - on those expectations.","and i think ultimately consumers want that, and demands are higher than they have every been. and so this is great tool for us to really understand what are customers want and then deliver on that - on those expectations.",and i think ultimately consumers want that and demands are higher than they have every been and so this is great tool for us to really understand what are customers want and then deliver on that  on those expectations,and i think ultim consum want that and demand are higher than they have everi been and so thi is great tool for us to realli understand what are custom want and then deliv on that  on those expect
63416,24,XENI JARDIN,"This idea sounds great, but there is some problems. Big companies want to cut costs, so more phone support has been outsourced to call centers overseas.  But the issue is that English may not be a first language for most of the reps answering phones.  And if a communication gap grows wider another automated solution probably won't go far enough to comfort the outraged and unhappy customer.  For NPR News, I'm Xeni Jardin.","this idea sounds great, but there is some problems. big companies want to cut costs, so more phone support has been outsourced to call centers overseas. but the issue is that english may not be a first language for most of the reps answering phones. and if a communication gap grows wider another automated solution probably won't go far enough to comfort the outraged and unhappy customer. for npr news, i'm xeni jardin.",this idea sounds great but there is some problems big companies want to cut costs so more phone support has been outsourced to call centers overseas but the issue is that english may not be a first language for most of the reps answering phones and if a communication gap grows wider another automated solution probably wont go far enough to comfort the outraged and unhappy customer for npr news im xeni jardin,thi idea sound great but there is some problem big compani want to cut cost so more phone support ha been outsourc to call center oversea but the issu is that english may not be a first languag for most of the rep answer phone and if a commun gap grow wider anoth autom solut probabl wont go far enough to comfort the outrag and unhappi custom for npr news im xeni jardin
63416,25,_NO_SPEAKER,(Soundbite of music),(soundbite of music),soundbite of music,soundbit of music
68175,0,"IRA FLATOW, host","This is Talk of The Nation: Science Friday.  I'm Ira Flatow.  We're here in Tucson, Arizona, and if you've ever visited this part of the country, you know it can get really hot.  And I'm not talking about the weather, I'm talking about the food from Jalapenos to Anaheim's, to Poblano's, folks in this part of that world have been spicing their food with chilies for centuries.","this is talk of the nation: science friday. i'm ira flatow. we're here in tucson, arizona, and if you've ever visited this part of the country, you know it can get really hot. and i'm not talking about the weather, i'm talking about the food from jalapenos to anaheim's, to poblano's, folks in this part of that world have been spicing their food with chilies for centuries.",this is talk of the nation science friday im ira flatow were here in tucson arizona and if youve ever visited this part of the country you know it can get really hot and im not talking about the weather im talking about the food from jalapenos to anaheims to poblanos folks in this part of that world have been spicing their food with chilies for centuries,thi is talk of the nation scienc friday im ira flatow were here in tucson arizona and if youv ever visit thi part of the countri you know it can get realli hot and im not talk about the weather im talk about the food from jalapeno to anaheim to poblano folk in thi part of that world have been spice their food with chili for centuri
68175,1,"IRA FLATOW, host","But something I learned on this trip out West is that chilies don't just make food hot, there are lots of mild ones too that are used in cooking, and chilies have non-food uses too.  We'll talk about all the uses for chilies, you know, for example their signature chemical compound, capsaicin.","but something i learned on this trip out west is that chilies don't just make food hot, there are lots of mild ones too that are used in cooking, and chilies have non-food uses too. we'll talk about all the uses for chilies, you know, for example their signature chemical compound, capsaicin.",but something i learned on this trip out west is that chilies dont just make food hot there are lots of mild ones too that are used in cooking and chilies have nonfood uses too well talk about all the uses for chilies you know for example their signature chemical compound capsaicin,but someth i learn on thi trip out west is that chili dont just make food hot there are lot of mild one too that are use in cook and chili have nonfood use too well talk about all the use for chili you know for exampl their signatur chemic compound capsaicin
68175,2,"IRA FLATOW, host","That stuff that makes them hot is also used for a pain reliever.  I see your shaking your head, you knew that.  Yes.  And their color is used in cosmetics with lipsticks, did you know that too?  Well, well, what's about - that's why we're here for, to talk about chilies and everything that you ever wanted to know about chilies, so we're going to kick off the hour talking about chili peppers, what makes them hot and why do we like them.","that stuff that makes them hot is also used for a pain reliever. i see your shaking your head, you knew that. yes. and their color is used in cosmetics with lipsticks, did you know that too? well, well, what's about - that's why we're here for, to talk about chilies and everything that you ever wanted to know about chilies, so we're going to kick off the hour talking about chili peppers, what makes them hot and why do we like them.",that stuff that makes them hot is also used for a pain reliever i see your shaking your head you knew that yes and their color is used in cosmetics with lipsticks did you know that too well well whats about  thats why were here for to talk about chilies and everything that you ever wanted to know about chilies so were going to kick off the hour talking about chili peppers what makes them hot and why do we like them,that stuff that make them hot is also use for a pain reliev i see your shake your head you knew that ye and their color is use in cosmet with lipstick did you know that too well well what about  that whi were here for to talk about chili and everyth that you ever want to know about chili so were go to kick off the hour talk about chili pepper what make them hot and whi do we like them
68175,3,"IRA FLATOW, host","Why do we like something that's that hot for us, and burns or maybe doesn't burn our tongues?  And how are farmers and scientists working together to take the plants from seed to fruit and back to seed, then here we are.  In the audience in Tucson, Arizona, talking to folks, and if you'd like to join us please step up to the microphone when the - when it hits you.","why do we like something that's that hot for us, and burns or maybe doesn't burn our tongues? and how are farmers and scientists working together to take the plants from seed to fruit and back to seed, then here we are. in the audience in tucson, arizona, talking to folks, and if you'd like to join us please step up to the microphone when the - when it hits you.",why do we like something thats that hot for us and burns or maybe doesnt burn our tongues and how are farmers and scientists working together to take the plants from seed to fruit and back to seed then here we are in the audience in tucson arizona talking to folks and if youd like to join us please step up to the microphone when the  when it hits you,whi do we like someth that that hot for us and burn or mayb doesnt burn our tongu and how are farmer and scientist work togeth to take the plant from seed to fruit and back to seed then here we are in the audienc in tucson arizona talk to folk and if youd like to join us pleas step up to the microphon when the  when it hit you
68175,4,"IRA FLATOW, host","The appeal to ask a question?  Also, our number, 1-800-989-8255, 1-800-989-TALK, and in Second Life you can find us in Science Friday Island, and look for our seating area there and ask a question to Second Life.  Let me introduce my guest.  Jeff Silvertooth is a professor and the head of the Plant Scientist Department at the University of Arizona in Tucson.  Thanks for talking to us today.","the appeal to ask a question? also, our number, 1-800-989-8255, 1-800-989-talk, and in second life you can find us in science friday island, and look for our seating area there and ask a question to second life. let me introduce my guest. jeff silvertooth is a professor and the head of the plant scientist department at the university of arizona in tucson. thanks for talking to us today.",the appeal to ask a question also our number 18009898255 1800989talk and in second life you can find us in science friday island and look for our seating area there and ask a question to second life let me introduce my guest jeff silvertooth is a professor and the head of the plant scientist department at the university of arizona in tucson thanks for talking to us today,the appeal to ask a question also our number 18009898255 1800989talk and in second life you can find us in scienc friday island and look for our seat area there and ask a question to second life let me introduc my guest jeff silvertooth is a professor and the head of the plant scientist depart at the univers of arizona in tucson thank for talk to us today
68175,5,"Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)",Thank you.,thank you.,thank you,thank you
68175,6,"IRA FLATOW, host","Good to have you here.  Ed Curry is a farmer and owner of the Curry Seed and Chile Company in Pearce, Arizona.  Thank you, Ed.","good to have you here. ed curry is a farmer and owner of the curry seed and chile company in pearce, arizona. thank you, ed.",good to have you here ed curry is a farmer and owner of the curry seed and chile company in pearce arizona thank you ed,good to have you here ed curri is a farmer and owner of the curri seed and chile compani in pearc arizona thank you ed
68175,7,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)",Thank you.,thank you.,thank you,thank you
68175,8,"IRA FLATOW, host","And in fact, we have a little bit of a tour of Ed's Chili farm just outside of Tucson.  It's sciencefriday.com.  Flora Lichtman, our digital producer put it together, and if you'd like to see a little preview of the full-blown version, you can go over to our website at sciencefriday.com, to see a bit of Ed's farm.","and in fact, we have a little bit of a tour of ed's chili farm just outside of tucson. it's sciencefriday.com. flora lichtman, our digital producer put it together, and if you'd like to see a little preview of the full-blown version, you can go over to our website at sciencefriday.com, to see a bit of ed's farm.",and in fact we have a little bit of a tour of eds chili farm just outside of tucson its sciencefridaycom flora lichtman our digital producer put it together and if youd like to see a little preview of the fullblown version you can go over to our website at sciencefridaycom to see a bit of eds farm,and in fact we have a littl bit of a tour of ed chili farm just outsid of tucson it sciencefridaycom flora lichtman our digit produc put it togeth and if youd like to see a littl preview of the fullblown version you can go over to our websit at sciencefridaycom to see a bit of ed farm
68175,9,"IRA FLATOW, host","Gary Nabhan is a research social scientist at the University of Arizona, he's also the author of ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity.""  And he joins us from WMEA in Portland, Maine.  Thanks for talking with us today, Dr. Nabhan.","gary nabhan is a research social scientist at the university of arizona, he's also the author of ""why some like it hot: food, genes, and cultural diversity."" and he joins us from wmea in portland, maine. thanks for talking with us today, dr. nabhan.",gary nabhan is a research social scientist at the university of arizona hes also the author of why some like it hot food genes and cultural diversity and he joins us from wmea in portland maine thanks for talking with us today dr nabhan,gari nabhan is a research social scientist at the univers of arizona he also the author of whi some like it hot food gene and cultur divers and he join us from wmea in portland main thank for talk with us today dr nabhan
68175,10,"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")",Happy to be here with you.,happy to be here with you.,happy to be here with you,happi to be here with you
68175,11,"IRA FLATOW, host","Thank you.  Ed, when we say chili?  What are we talking about?  It was a - it encompasses a lot of stuff, doesn't it?","thank you. ed, when we say chili? what are we talking about? it was a - it encompasses a lot of stuff, doesn't it?",thank you ed when we say chili what are we talking about it was a  it encompasses a lot of stuff doesnt it,thank you ed when we say chili what are we talk about it wa a  it encompass a lot of stuff doesnt it
68175,12,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)","It does.  Probably the simplest explanation for chili is obviously as a lot of countries have their own specific chilies, but here in The Southwest, long, green, once termed Anaheim, because they were so popular there around Anaheim, California. They responded to the cool weather and next to the ocean there...","it does. probably the simplest explanation for chili is obviously as a lot of countries have their own specific chilies, but here in the southwest, long, green, once termed anaheim, because they were so popular there around anaheim, california. they responded to the cool weather and next to the ocean there...",it does probably the simplest explanation for chili is obviously as a lot of countries have their own specific chilies but here in the southwest long green once termed anaheim because they were so popular there around anaheim california they responded to the cool weather and next to the ocean there,it doe probabl the simplest explan for chili is obvious as a lot of countri have their own specif chili but here in the southwest long green onc term anaheim becaus they were so popular there around anaheim california they respond to the cool weather and next to the ocean there
68175,13,"IRA FLATOW, host",Mm-hm.,mm-hm.,mmhm,mmhm
68175,14,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)","But long green chili, Dr. Paul Smith from U.C. Davis gave it that name, suggested that name some years ago.  So long, green chili indicates a relatively mild, flavorful chili.","but long green chili, dr. paul smith from u.c. davis gave it that name, suggested that name some years ago. so long, green chili indicates a relatively mild, flavorful chili.",but long green chili dr paul smith from uc davis gave it that name suggested that name some years ago so long green chili indicates a relatively mild flavorful chili,but long green chili dr paul smith from uc davi gave it that name suggest that name some year ago so long green chili indic a rel mild flavor chili
68175,15,"IRA FLATOW, host","Mm-hm.  There are lots of different varieties and brands of things like that, that you can get?","mm-hm. there are lots of different varieties and brands of things like that, that you can get?",mmhm there are lots of different varieties and brands of things like that that you can get,mmhm there are lot of differ varieti and brand of thing like that that you can get
68175,16,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)",Of the long green?,of the long green?,of the long green,of the long green
68175,17,"IRA FLATOW, host",Yeah.,yeah.,yeah,yeah
68175,18,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)","Of the long green alone, there's several. We - my partner Phil V. and I have bred the several different strands of just the long green alone.  But, when you get outside of the long green, the - in the Capsaicum annum species...","of the long green alone, there's several. we - my partner phil v. and i have bred the several different strands of just the long green alone. but, when you get outside of the long green, the - in the capsaicum annum species...",of the long green alone theres several we  my partner phil v and i have bred the several different strands of just the long green alone but when you get outside of the long green the  in the capsaicum annum species,of the long green alon there sever we  my partner phil v and i have bred the sever differ strand of just the long green alon but when you get outsid of the long green the  in the capsaicum annum speci
68175,19,"IRA FLATOW, host",Right.,right.,right,right
68175,20,"Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)","It's huge, there's just all kinds.","it's huge, there's just all kinds.",its huge theres just all kinds,it huge there just all kind
68175,21,"IRA FLATOW, host","Mm-hm.  Jeff, South - the Eastern Arizona is part of what is called the Chili Belt, and I don't think I've ever heard that phrase until I got here.  What does that mean?  Why is this a great spot to grow chilies?","mm-hm. jeff, south - the eastern arizona is part of what is called the chili belt, and i don't think i've ever heard that phrase until i got here. what does that mean? why is this a great spot to grow chilies?",mmhm jeff south  the eastern arizona is part of what is called the chili belt and i dont think ive ever heard that phrase until i got here what does that mean why is this a great spot to grow chilies,mmhm jeff south  the eastern arizona is part of what is call the chili belt and i dont think ive ever heard that phrase until i got here what doe that mean whi is thi a great spot to grow chili
67560,19,"MARY LOUISE KELLY, HOST","UNIDENTIFIED WOMAN #1: We could hear all of the teachers screaming. I think someone got shot in the chest, and they kept yelling, put some pressure on it.","unidentified woman #1: we could hear all of the teachers screaming. i think someone got shot in the chest, and they kept yelling, put some pressure on it.",unidentified woman 1 we could hear all of the teachers screaming i think someone got shot in the chest and they kept yelling put some pressure on it,unidentifi woman 1 we could hear all of the teacher scream i think someon got shot in the chest and they kept yell put some pressur on it
67560,20,"MARY LOUISE KELLY, HOST",Two students died. Sixteen others were wounded.,two students died. sixteen others were wounded.,two students died sixteen others were wounded,two student die sixteen other were wound
67560,21,"ARI SHAPIRO, HOST","The list keeps going. On January 22 at a high school in Texas, a girl was shot by another student.","the list keeps going. on january 22 at a high school in texas, a girl was shot by another student.",the list keeps going on january 22 at a high school in texas a girl was shot by another student,the list keep go on januari 22 at a high school in texa a girl wa shot by anoth student
67560,22,_NO_SPEAKER,(SOUNDBITE OF ARCHIVED RECORDING),(soundbite of archived recording),soundbite of archived recording,soundbit of archiv record
67560,23,"ARI SHAPIRO, HOST","UNIDENTIFIED WOMAN #2: A firefighter who came to the victim's aid here told me tonight she just kept repeating, don't let me die.","unidentified woman #2: a firefighter who came to the victim's aid here told me tonight she just kept repeating, don't let me die.",unidentified woman 2 a firefighter who came to the victims aid here told me tonight she just kept repeating dont let me die,unidentifi woman 2 a firefight who came to the victim aid here told me tonight she just kept repeat dont let me die
67560,24,"ARI SHAPIRO, HOST",She's recovering.,she's recovering.,shes recovering,she recov
67560,25,"MARY LOUISE KELLY, HOST","That same afternoon, another shooting in the parking lot of a New Orleans charter school. One student was injured.","that same afternoon, another shooting in the parking lot of a new orleans charter school. one student was injured.",that same afternoon another shooting in the parking lot of a new orleans charter school one student was injured,that same afternoon anoth shoot in the park lot of a new orlean charter school one student wa injur
67560,26,"ARI SHAPIRO, HOST","On January 20, a student was shot on the campus of Wake Forest University in North Carolina. He died.","on january 20, a student was shot on the campus of wake forest university in north carolina. he died.",on january 20 a student was shot on the campus of wake forest university in north carolina he died,on januari 20 a student wa shot on the campu of wake forest univers in north carolina he die
67560,27,"MARY LOUISE KELLY, HOST","January 15 in Texas, a bullet was fired into a college dorm room. Three students were inside. No one was hurt.","january 15 in texas, a bullet was fired into a college dorm room. three students were inside. no one was hurt.",january 15 in texas a bullet was fired into a college dorm room three students were inside no one was hurt,januari 15 in texa a bullet wa fire into a colleg dorm room three student were insid no one wa hurt
67560,28,"ARI SHAPIRO, HOST",And January 10 - three shootings in three states - first a suicide at Coronado Elementary School in Arizona.,and january 10 - three shootings in three states - first a suicide at coronado elementary school in arizona.,and january 10  three shootings in three states  first a suicide at coronado elementary school in arizona,and januari 10  three shoot in three state  first a suicid at coronado elementari school in arizona
67560,29,_NO_SPEAKER,(SOUNDBITE OF ARCHIVED RECORDING),(soundbite of archived recording),soundbite of archived recording,soundbit of archiv record
67560,30,"ARI SHAPIRO, HOST","UNIDENTIFIED MAN #3: The school called to report an active shooter around 9 in the morning. When deputies arrived, they found a 14-year-old boy shot dead inside a bathroom.","unidentified man #3: the school called to report an active shooter around 9 in the morning. when deputies arrived, they found a 14-year-old boy shot dead inside a bathroom.",unidentified man 3 the school called to report an active shooter around 9 in the morning when deputies arrived they found a 14yearold boy shot dead inside a bathroom,unidentifi man 3 the school call to report an activ shooter around 9 in the morn when deputi arriv they found a 14yearold boy shot dead insid a bathroom
67560,31,"MARY LOUISE KELLY, HOST",And at Grayson college in Texas a student fired a gun by accident. No one was hit.,and at grayson college in texas a student fired a gun by accident. no one was hit.,and at grayson college in texas a student fired a gun by accident no one was hit,and at grayson colleg in texa a student fire a gun by accid no one wa hit
67560,32,"ARI SHAPIRO, HOST",Then that evening...,then that evening...,then that evening,then that even
67560,33,_NO_SPEAKER,(SOUNDBITE OF ARCHIVED RECORDING),(soundbite of archived recording),soundbite of archived recording,soundbit of archiv record
67560,34,"ARI SHAPIRO, HOST","UNIDENTIFIED WOMAN #3: Breaking news - shots fired on the campus of Cal State, San Bernardino.","unidentified woman #3: breaking news - shots fired on the campus of cal state, san bernardino.",unidentified woman 3 breaking news  shots fired on the campus of cal state san bernardino,unidentifi woman 3 break news  shot fire on the campu of cal state san bernardino
67560,35,"ARI SHAPIRO, HOST",No one was injured.,no one was injured.,no one was injured,no one wa injur
67560,36,"MARY LOUISE KELLY, HOST","And January 4, two shots were fired into a Seattle high school - no one injured.","and january 4, two shots were fired into a seattle high school - no one injured.",and january 4 two shots were fired into a seattle high school  no one injured,and januari 4 two shot were fire into a seattl high school  no one injur
67560,37,"ARI SHAPIRO, HOST","That same day in Michigan, a man shot and killed himself in the parking lot of an empty elementary school.","that same day in michigan, a man shot and killed himself in the parking lot of an empty elementary school.",that same day in michigan a man shot and killed himself in the parking lot of an empty elementary school,that same day in michigan a man shot and kill himself in the park lot of an empti elementari school
67560,38,"MARY LOUISE KELLY, HOST",Eighteen shootings on school property. We are 46 days into 2018.,eighteen shootings on school property. we are 46 days into 2018.,eighteen shootings on school property we are 46 days into 2018,eighteen shoot on school properti we are 46 day into 2018
